author,family_name,given_name,orcid,article
https://github.com/arcangelo7/time_agnostic/ra/22401,Acuna,Daniel E.,http://orcid.org/0000-0002-7765-1595,https://github.com/arcangelo7/time_agnostic/br/152534
https://github.com/arcangelo7/time_agnostic/ra/217653,Adam,Paula,http://orcid.org/0000-0002-9939-071X,https://github.com/arcangelo7/time_agnostic/br/132863
https://github.com/arcangelo7/time_agnostic/ra/202027,Adams,Claudia,http://orcid.org/0000-0001-9939-4473,https://github.com/arcangelo7/time_agnostic/br/124644
https://github.com/arcangelo7/time_agnostic/ra/211765,Adams,Jonathan,http://orcid.org/0000-0002-0325-4431,https://github.com/arcangelo7/time_agnostic/br/135835
https://github.com/arcangelo7/time_agnostic/ra/20175,Adams,Jonathan,http://orcid.org/0000-0002-0325-4431,https://github.com/arcangelo7/time_agnostic/br/135835
https://github.com/arcangelo7/time_agnostic/ra/120237,Adams,Jonathan,http://orcid.org/0000-0002-0325-4431,https://github.com/arcangelo7/time_agnostic/br/86773
https://github.com/arcangelo7/time_agnostic/ra/216712,Adams,Jonathan,http://orcid.org/0000-0002-0325-4431,https://github.com/arcangelo7/time_agnostic/br/138018
https://github.com/arcangelo7/time_agnostic/ra/11411,Adams,Jonathan,http://orcid.org/0000-0002-0325-4431,https://github.com/arcangelo7/time_agnostic/br/62055
https://github.com/arcangelo7/time_agnostic/ra/174794,Addie,Jean-Paul D.,http://orcid.org/0000-0002-6091-4301,https://github.com/arcangelo7/time_agnostic/br/110173
https://github.com/arcangelo7/time_agnostic/ra/242976,Adebayo,Olawale Surajudeen,http://orcid.org/0000-0001-7052-4756,https://github.com/arcangelo7/time_agnostic/br/150318
https://github.com/arcangelo7/time_agnostic/ra/16507,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/102110
https://github.com/arcangelo7/time_agnostic/ra/19984,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/131534
https://github.com/arcangelo7/time_agnostic/ra/114,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79148
https://github.com/arcangelo7/time_agnostic/ra/248434,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79083
https://github.com/arcangelo7/time_agnostic/ra/13718,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79129
https://github.com/arcangelo7/time_agnostic/ra/13715,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79083
https://github.com/arcangelo7/time_agnostic/ra/248450,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79148
https://github.com/arcangelo7/time_agnostic/ra/114092,Afzal,Muhammad Tanvir,http://orcid.org/0000-0002-9765-8815,https://github.com/arcangelo7/time_agnostic/br/79129
https://github.com/arcangelo7/time_agnostic/ra/179034,Afzal,Wasif,http://orcid.org/0000-0003-0611-2655,https://github.com/arcangelo7/time_agnostic/br/109934
https://github.com/arcangelo7/time_agnostic/ra/205131,Agadullina,Elena,http://orcid.org/0000-0002-1505-1412,https://github.com/arcangelo7/time_agnostic/br/39052
https://github.com/arcangelo7/time_agnostic/ra/8250,Agadullina,Elena,http://orcid.org/0000-0002-1505-1412,https://github.com/arcangelo7/time_agnostic/br/39052
https://github.com/arcangelo7/time_agnostic/ra/116236,Agarwal,Vikas,http://orcid.org/0000-0002-4508-1233,https://github.com/arcangelo7/time_agnostic/br/83245
https://github.com/arcangelo7/time_agnostic/ra/249350,Agasisti,Tommaso,http://orcid.org/0000-0002-8146-3079,https://github.com/arcangelo7/time_agnostic/br/152937
https://github.com/arcangelo7/time_agnostic/ra/178555,Agasisti,Tommaso,http://orcid.org/0000-0002-8146-3079,https://github.com/arcangelo7/time_agnostic/br/114082
https://github.com/arcangelo7/time_agnostic/ra/181296,Agell,Núria,http://orcid.org/0000-0001-9264-2147,https://github.com/arcangelo7/time_agnostic/br/117365
https://github.com/arcangelo7/time_agnostic/ra/249578,Aguaded,Ignacio,http://orcid.org/0000-0002-0229-1118,https://github.com/arcangelo7/time_agnostic/br/153590
https://github.com/arcangelo7/time_agnostic/ra/92968,Aguilar-Moya,Remedios,http://orcid.org/0000-0002-6035-3460,https://github.com/arcangelo7/time_agnostic/br/56279
https://github.com/arcangelo7/time_agnostic/ra/10680,Aguilar-Moya,Remedios,http://orcid.org/0000-0002-6035-3460,https://github.com/arcangelo7/time_agnostic/br/56279
https://github.com/arcangelo7/time_agnostic/ra/22409,Aguillo,Isidro F.,http://orcid.org/0000-0001-8927-4873,https://github.com/arcangelo7/time_agnostic/br/152650
https://github.com/arcangelo7/time_agnostic/ra/118376,Aguinis,Herman,http://orcid.org/0000-0002-3485-9484,https://github.com/arcangelo7/time_agnostic/br/78457
https://github.com/arcangelo7/time_agnostic/ra/218793,Aguinis,Herman,http://orcid.org/0000-0002-3485-9484,https://github.com/arcangelo7/time_agnostic/br/136650
https://github.com/arcangelo7/time_agnostic/ra/172457,Aguinis,Herman,http://orcid.org/0000-0002-3485-9484,https://github.com/arcangelo7/time_agnostic/br/43265
https://github.com/arcangelo7/time_agnostic/ra/19702,Agyei-Boahene,Kwabena,http://orcid.org/0000-0003-1799-071X,https://github.com/arcangelo7/time_agnostic/br/129075
https://github.com/arcangelo7/time_agnostic/ra/183091,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/13062
https://github.com/arcangelo7/time_agnostic/ra/10323,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/53745
https://github.com/arcangelo7/time_agnostic/ra/82104,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/61691
https://github.com/arcangelo7/time_agnostic/ra/199645,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/129112
https://github.com/arcangelo7/time_agnostic/ra/199630,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/129095
https://github.com/arcangelo7/time_agnostic/ra/14698,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/86950
https://github.com/arcangelo7/time_agnostic/ra/8310,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/39333
https://github.com/arcangelo7/time_agnostic/ra/210159,Ahlgren,Per,http://orcid.org/0000-0003-0229-3073,https://github.com/arcangelo7/time_agnostic/br/131623
https://github.com/arcangelo7/time_agnostic/ra/119073,Ahmad,Haseeb,http://orcid.org/0000-0002-6359-7452,https://github.com/arcangelo7/time_agnostic/br/68392
https://github.com/arcangelo7/time_agnostic/ra/166079,Ahmad,Iftikhar,http://orcid.org/0000-0001-7863-3746,https://github.com/arcangelo7/time_agnostic/br/111419
https://github.com/arcangelo7/time_agnostic/ra/242979,Ahmad,Paras,http://orcid.org/0000-0001-7306-9795,https://github.com/arcangelo7/time_agnostic/br/150319
https://github.com/arcangelo7/time_agnostic/ra/204693,Ahmad,Rodina Binti,http://orcid.org/0000-0001-5668-5019,https://github.com/arcangelo7/time_agnostic/br/62006
https://github.com/arcangelo7/time_agnostic/ra/234984,Ahmadzai,Nadera,http://orcid.org/0000-0002-8180-1568,https://github.com/arcangelo7/time_agnostic/br/149799
https://github.com/arcangelo7/time_agnostic/ra/146346,Ahmadzai,Nadera,http://orcid.org/0000-0002-8180-1568,https://github.com/arcangelo7/time_agnostic/br/101227
https://github.com/arcangelo7/time_agnostic/ra/247450,Ahmed,Mohiuddin,http://orcid.org/0000-0002-4559-4768,https://github.com/arcangelo7/time_agnostic/br/152814
https://github.com/arcangelo7/time_agnostic/ra/84178,Ahmed,Osman H,http://orcid.org/0000-0002-1439-0076,https://github.com/arcangelo7/time_agnostic/br/64769
https://github.com/arcangelo7/time_agnostic/ra/73378,Ahnert,Sebastian E.,http://orcid.org/0000-0003-2613-0041,https://github.com/arcangelo7/time_agnostic/br/43395
https://github.com/arcangelo7/time_agnostic/ra/190059,Aiello,Luca Maria,http://orcid.org/0000-0002-0654-2527,https://github.com/arcangelo7/time_agnostic/br/121012
https://github.com/arcangelo7/time_agnostic/ra/153369,Ainslie,Kylie E. C.,http://orcid.org/0000-0001-5419-7206,https://github.com/arcangelo7/time_agnostic/br/100841
https://github.com/arcangelo7/time_agnostic/ra/22383,Ainsworth,Shirley,http://orcid.org/0000-0001-6120-6270,https://github.com/arcangelo7/time_agnostic/br/37836
https://github.com/arcangelo7/time_agnostic/ra/190541,Ainsworth,Shirley,http://orcid.org/0000-0001-6120-6270,https://github.com/arcangelo7/time_agnostic/br/37836
https://github.com/arcangelo7/time_agnostic/ra/235026,Ajayi,Saheed,http://orcid.org/0000-0001-6630-0717,https://github.com/arcangelo7/time_agnostic/br/149868
https://github.com/arcangelo7/time_agnostic/ra/20901,Akbaritabar,Aliakbar,http://orcid.org/0000-0003-3828-1533,https://github.com/arcangelo7/time_agnostic/br/82001
https://github.com/arcangelo7/time_agnostic/ra/131349,Akbaritabar,Aliakbar,http://orcid.org/0000-0003-3828-1533,https://github.com/arcangelo7/time_agnostic/br/82001
https://github.com/arcangelo7/time_agnostic/ra/20896,Akbaritabar,Aliakbar,http://orcid.org/0000-0003-3828-1533,https://github.com/arcangelo7/time_agnostic/br/139693
https://github.com/arcangelo7/time_agnostic/ra/14220,Akbulut,Müge,http://orcid.org/0000-0003-0026-6485,https://github.com/arcangelo7/time_agnostic/br/82979
https://github.com/arcangelo7/time_agnostic/ra/182473,Akers,Katherine G.,http://orcid.org/0000-0002-4578-6575,https://github.com/arcangelo7/time_agnostic/br/104272
https://github.com/arcangelo7/time_agnostic/ra/166089,Akhunzada,Adnan,http://orcid.org/0000-0001-8370-9290,https://github.com/arcangelo7/time_agnostic/br/111421
https://github.com/arcangelo7/time_agnostic/ra/235024,Akinade,Olugbenga,http://orcid.org/0000-0003-3950-3775,https://github.com/arcangelo7/time_agnostic/br/149868
https://github.com/arcangelo7/time_agnostic/ra/178559,Akoglu,Haldun,http://orcid.org/0000-0002-1316-0308,https://github.com/arcangelo7/time_agnostic/br/113277
https://github.com/arcangelo7/time_agnostic/ra/243690,Aksnes,Dag W.,http://orcid.org/0000-0002-1519-195X,https://github.com/arcangelo7/time_agnostic/br/152469
https://github.com/arcangelo7/time_agnostic/ra/20035,Aksnes,Dag W.,http://orcid.org/0000-0002-1519-195X,https://github.com/arcangelo7/time_agnostic/br/77028
https://github.com/arcangelo7/time_agnostic/ra/245351,Aksnes,Dag W.,http://orcid.org/0000-0002-1519-195X,https://github.com/arcangelo7/time_agnostic/br/77028
https://github.com/arcangelo7/time_agnostic/ra/171654,Akyea,Ralph Kwame,http://orcid.org/0000-0003-4529-8237,https://github.com/arcangelo7/time_agnostic/br/101202
https://github.com/arcangelo7/time_agnostic/ra/31744,Akçapınar,Gökhan,http://orcid.org/0000-0002-0742-1612,https://github.com/arcangelo7/time_agnostic/br/7909
https://github.com/arcangelo7/time_agnostic/ra/22258,Al-Haddad,Christiane,http://orcid.org/0000-0001-7136-6278,https://github.com/arcangelo7/time_agnostic/br/151196
https://github.com/arcangelo7/time_agnostic/ra/173402,Al-Khatib,Aceil,http://orcid.org/0000-0001-8126-6852,https://github.com/arcangelo7/time_agnostic/br/110040
https://github.com/arcangelo7/time_agnostic/ra/195483,Al-makhadmeh,Zafer,http://orcid.org/0000-0003-2669-8972,https://github.com/arcangelo7/time_agnostic/br/129830
https://github.com/arcangelo7/time_agnostic/ra/11065,AlRyalat,Saif Aldeen,http://orcid.org/0000-0001-5588-9458,https://github.com/arcangelo7/time_agnostic/br/59371
https://github.com/arcangelo7/time_agnostic/ra/166087,Alam,Khubaib Amjad,http://orcid.org/0000-0002-9476-2940,https://github.com/arcangelo7/time_agnostic/br/111421
https://github.com/arcangelo7/time_agnostic/ra/198568,Alamri,Yassar,http://orcid.org/0000-0003-2519-3593,https://github.com/arcangelo7/time_agnostic/br/123383
https://github.com/arcangelo7/time_agnostic/ra/153267,Alaphilippe,Alexandre,http://orcid.org/0000-0001-6013-2687,https://github.com/arcangelo7/time_agnostic/br/100830
https://github.com/arcangelo7/time_agnostic/ra/197297,Alatalo,Juha M.,http://orcid.org/0000-0001-5084-850X,https://github.com/arcangelo7/time_agnostic/br/117941
https://github.com/arcangelo7/time_agnostic/ra/180934,Albers,Sam J.,http://orcid.org/0000-0002-9270-7884,https://github.com/arcangelo7/time_agnostic/br/116724
https://github.com/arcangelo7/time_agnostic/ra/49943,Alberti,Fernando G.,http://orcid.org/0000-0003-0763-1721,https://github.com/arcangelo7/time_agnostic/br/45573
https://github.com/arcangelo7/time_agnostic/ra/64062,Albuquerque,Ana Luiza,http://orcid.org/0000-0003-1267-6190,https://github.com/arcangelo7/time_agnostic/br/33271
https://github.com/arcangelo7/time_agnostic/ra/15946,Albuquerque,Eduardo Motta,http://orcid.org/0000-0002-1591-875X,https://github.com/arcangelo7/time_agnostic/br/76440
https://github.com/arcangelo7/time_agnostic/ra/245219,Albuquerque,Eduardo Motta,http://orcid.org/0000-0002-1591-875X,https://github.com/arcangelo7/time_agnostic/br/76440
https://github.com/arcangelo7/time_agnostic/ra/95909,Albuquerque,Ulysses Paulino,http://orcid.org/0000-0002-8131-8429,https://github.com/arcangelo7/time_agnostic/br/54654
https://github.com/arcangelo7/time_agnostic/ra/19234,Albuquerque,Ulysses Paulino,http://orcid.org/0000-0002-8131-8429,https://github.com/arcangelo7/time_agnostic/br/124756
https://github.com/arcangelo7/time_agnostic/ra/10432,Albuquerque,Ulysses Paulino,http://orcid.org/0000-0002-8131-8429,https://github.com/arcangelo7/time_agnostic/br/54654
https://github.com/arcangelo7/time_agnostic/ra/93511,Aldieri,Luigi,http://orcid.org/0000-0001-9300-6804,https://github.com/arcangelo7/time_agnostic/br/69464
https://github.com/arcangelo7/time_agnostic/ra/204437,Aldieri,Luigi,http://orcid.org/0000-0001-9300-6804,https://github.com/arcangelo7/time_agnostic/br/122285
https://github.com/arcangelo7/time_agnostic/ra/74953,Aleixandre,José Luis,http://orcid.org/0000-0003-1019-4016,https://github.com/arcangelo7/time_agnostic/br/2480
https://github.com/arcangelo7/time_agnostic/ra/20908,Aleixandre,José Luis,http://orcid.org/0000-0003-1019-4016,https://github.com/arcangelo7/time_agnostic/br/2480
https://github.com/arcangelo7/time_agnostic/ra/13447,Aleixandre-Benavent,Rafael,http://orcid.org/0000-0002-6678-8844,https://github.com/arcangelo7/time_agnostic/br/77384
https://github.com/arcangelo7/time_agnostic/ra/37714,Aleixandre-Benavent,Rafael,http://orcid.org/0000-0002-6678-8844,https://github.com/arcangelo7/time_agnostic/br/5768
https://github.com/arcangelo7/time_agnostic/ra/33012,Aleixandre-Tudo,Jose Luis,http://orcid.org/0000-0002-0586-7370,https://github.com/arcangelo7/time_agnostic/br/2488
https://github.com/arcangelo7/time_agnostic/ra/424,Aleixandre-Tudo,Jose Luis,http://orcid.org/0000-0002-0586-7370,https://github.com/arcangelo7/time_agnostic/br/2475
https://github.com/arcangelo7/time_agnostic/ra/218950,Alfano,Mark,http://orcid.org/0000-0001-5879-8033,https://github.com/arcangelo7/time_agnostic/br/128399
https://github.com/arcangelo7/time_agnostic/ra/154091,Algamal,Zakariya Yahya,http://orcid.org/0000-0002-0229-7958,https://github.com/arcangelo7/time_agnostic/br/102115
https://github.com/arcangelo7/time_agnostic/ra/247460,Alginahi,Yasser M.,http://orcid.org/0000-0003-1044-7749,https://github.com/arcangelo7/time_agnostic/br/152816
https://github.com/arcangelo7/time_agnostic/ra/20818,Ali,Mona Farouk,http://orcid.org/0000-0002-2928-6669,https://github.com/arcangelo7/time_agnostic/br/138980
https://github.com/arcangelo7/time_agnostic/ra/20782,Ali,Mona Farouk,http://orcid.org/0000-0002-2928-6669,https://github.com/arcangelo7/time_agnostic/br/138727
https://github.com/arcangelo7/time_agnostic/ra/247452,Ali,Muhammad Salek,http://orcid.org/0000-0002-3336-2185,https://github.com/arcangelo7/time_agnostic/br/152815
https://github.com/arcangelo7/time_agnostic/ra/197191,Ali,Muhammad Yousuf,http://orcid.org/0000-0002-5715-3070,https://github.com/arcangelo7/time_agnostic/br/48125
https://github.com/arcangelo7/time_agnostic/ra/147059,Ali,Saleem,http://orcid.org/0000-0002-2943-9557,https://github.com/arcangelo7/time_agnostic/br/97031
https://github.com/arcangelo7/time_agnostic/ra/19641,Ali,Zafar,http://orcid.org/0000-0002-6404-645X,https://github.com/arcangelo7/time_agnostic/br/128154
https://github.com/arcangelo7/time_agnostic/ra/203487,Ali,Zafar,http://orcid.org/0000-0002-6404-645X,https://github.com/arcangelo7/time_agnostic/br/128158
https://github.com/arcangelo7/time_agnostic/ra/203481,Ali,Zafar,http://orcid.org/0000-0002-6404-645X,https://github.com/arcangelo7/time_agnostic/br/128157
https://github.com/arcangelo7/time_agnostic/ra/45187,Aljefree,Najlaa,http://orcid.org/0000-0001-9598-7140,https://github.com/arcangelo7/time_agnostic/br/11967
https://github.com/arcangelo7/time_agnostic/ra/102301,Aljohani,Naif Radi,http://orcid.org/0000-0001-9153-1293,https://github.com/arcangelo7/time_agnostic/br/71172
https://github.com/arcangelo7/time_agnostic/ra/64787,Alkimim,Akenya,http://orcid.org/0000-0002-0882-7497,https://github.com/arcangelo7/time_agnostic/br/33194
https://github.com/arcangelo7/time_agnostic/ra/20421,Alkærsig,Lars,http://orcid.org/0000-0003-3137-4526,https://github.com/arcangelo7/time_agnostic/br/125717
https://github.com/arcangelo7/time_agnostic/ra/212899,Alkærsig,Lars,http://orcid.org/0000-0003-3137-4526,https://github.com/arcangelo7/time_agnostic/br/125717
https://github.com/arcangelo7/time_agnostic/ra/199965,Allard,Suzie,http://orcid.org/0000-0001-9421-3848,https://github.com/arcangelo7/time_agnostic/br/92952
https://github.com/arcangelo7/time_agnostic/ra/186288,Allen,Christopher,http://orcid.org/0000-0001-9809-1630,https://github.com/arcangelo7/time_agnostic/br/123057
https://github.com/arcangelo7/time_agnostic/ra/49379,Allen,Tammy D.,http://orcid.org/0000-0002-0667-6138,https://github.com/arcangelo7/time_agnostic/br/27751
https://github.com/arcangelo7/time_agnostic/ra/173162,Allen,Tammy D.,http://orcid.org/0000-0002-0667-6138,https://github.com/arcangelo7/time_agnostic/br/107595
https://github.com/arcangelo7/time_agnostic/ra/84296,Allik,Jüri,http://orcid.org/0000-0002-8358-4747,https://github.com/arcangelo7/time_agnostic/br/64798
https://github.com/arcangelo7/time_agnostic/ra/16411,Almeida,Paulo E. M.,http://orcid.org/0000-0002-2181-4746,https://github.com/arcangelo7/time_agnostic/br/100940
https://github.com/arcangelo7/time_agnostic/ra/118689,Almor,Tamar,http://orcid.org/0000-0002-8245-9899,https://github.com/arcangelo7/time_agnostic/br/80162
https://github.com/arcangelo7/time_agnostic/ra/19663,Alnajjar,Fady,http://orcid.org/0000-0001-6102-3765,https://github.com/arcangelo7/time_agnostic/br/128428
https://github.com/arcangelo7/time_agnostic/ra/166143,Alperin,Juan P,http://orcid.org/0000-0002-9344-7439,https://github.com/arcangelo7/time_agnostic/br/113318
https://github.com/arcangelo7/time_agnostic/ra/190933,Alperin,Juan P,http://orcid.org/0000-0002-9344-7439,https://github.com/arcangelo7/time_agnostic/br/62039
https://github.com/arcangelo7/time_agnostic/ra/236964,Alperin,Juan Pablo,http://orcid.org/0000-0002-9344-7439,https://github.com/arcangelo7/time_agnostic/br/151383
https://github.com/arcangelo7/time_agnostic/ra/167315,Alperin,Juan Pablo,http://orcid.org/0000-0002-9344-7439,https://github.com/arcangelo7/time_agnostic/br/52584
https://github.com/arcangelo7/time_agnostic/ra/231134,Alperin,Juan Pablo,http://orcid.org/0000-0002-9344-7439,https://github.com/arcangelo7/time_agnostic/br/144063
